date,store_id,sku_id,sales
2023-07-05,S01,SKU001,20
2023-07-06,S01,SKU001,23
2023-07-07,S01,SKU001,12
2023-07-08,S01,SKU001,18
2023-07-09,S01,SKU001,23
2023-07-10,S01,SKU001,13
2023-07-11,S01,SKU001,16
2023-07-12,S01,SKU001,15
2023-07-13,S01,SKU001,13
2023-07-14,S01,SKU001,13
2023-07-15,S01,SKU001,20
2023-07-16,S01,SKU001,21
2023-07-17,S01,SKU001,13
2023-07-18,S01,SKU001,13
2023-07-19,S01,SKU001,16
2023-07-20,S01,SKU001,13
2023-07-21,S01,SKU001,15
2023-07-22,S01,SKU001,20
2023-07-23,S01,SKU001,24
2023-07-24,S01,SKU001,15
2023-07-25,S01,SKU001,12
2023-07-26,S01,SKU001,14
2023-07-27,S01,SKU001,12
2023-07-28,S01,SKU001,10
2023-07-29,S01,SKU001,24
2023-07-30,S01,SKU001,21
2023-07-31,S01,SKU001,14
2023-08-01,S01,SKU001,12
2023-08-02,S01,SKU001,11
2023-08-03,S01,SKU001,12
2023-08-04,S01,SKU001,13
2023-08-05,S01,SKU001,21
2023-08-06,S01,SKU001,22
2023-08-07,S01,SKU001,15
2023-08-08,S01,SKU001,11
2023-08-09,S01,SKU001,11
2023-08-10,S01,SKU001,13
2023-08-11,S01,SKU001,13
2023-08-12,S01,SKU001,19
2023-08-13,S01,SKU001,21
2023-08-14,S01,SKU001,12
2023-08-15,S01,SKU001,12
2023-08-16,S01,SKU001,13
2023-08-17,S01,SKU001,14
2023-08-18,S01,SKU001,8
2023-08-19,S01,SKU001,18
2023-08-20,S01,SKU001,24
2023-08-21,S01,SKU001,13
2023-08-22,S01,SKU001,13
2023-08-23,S01,SKU001,14
2023-08-24,S01,SKU001,14
2023-08-25,S01,SKU001,12
2023-08-26,S01,SKU001,20
2023-08-27,S01,SKU001,24
2023-08-28,S01,SKU001,6
2023-08-29,S01,SKU001,12
2023-08-30,S01,SKU001,14
2023-08-31,S01,SKU001,11
2023-09-01,S01,SKU001,16
2023-09-02,S01,SKU001,20
2023-09-03,S01,SKU001,22
2023-09-04,S01,SKU001,11
2023-09-05,S01,SKU001,13
2023-09-06,S01,SKU001,14
2023-09-07,S01,SKU001,12
2023-09-08,S01,SKU001,12
2023-09-09,S01,SKU001,21
2023-09-10,S01,SKU001,19
2023-09-11,S01,SKU001,14
2023-09-12,S01,SKU001,14
2023-09-13,S01,SKU001,13
2023-09-14,S01,SKU001,17
2023-09-15,S01,SKU001,12
2023-09-16,S01,SKU001,20
2023-09-17,S01,SKU001,22
2023-09-18,S01,SKU001,13
2023-09-19,S01,SKU001,10
2023-09-20,S01,SKU001,15
2023-09-21,S01,SKU001,11
2023-09-22,S01,SKU001,13
2023-09-23,S01,SKU001,20
2023-09-24,S01,SKU001,23
2023-09-25,S01,SKU001,15
2023-09-26,S01,SKU001,14
2023-09-27,S01,SKU001,12
2023-09-28,S01,SKU001,21
2023-09-29,S01,SKU001,24
2023-09-30,S01,SKU001,34
2023-10-01,S01,SKU001,33
2023-10-02,S01,SKU001,22
2023-10-03,S01,SKU001,22
2023-10-04,S01,SKU001,24
2023-10-05,S01,SKU001,11
2023-10-06,S01,SKU001,10
2023-10-07,S01,SKU001,19
2023-10-08,S01,SKU001,18
2023-10-09,S01,SKU001,12
2023-10-10,S01,SKU001,13
2023-10-11,S01,SKU001,13
2023-10-12,S01,SKU001,12
2023-10-13,S01,SKU001,9
2023-10-14,S01,SKU001,24
2023-10-15,S01,SKU001,24
2023-10-16,S01,SKU001,12
2023-10-17,S01,SKU001,9
2023-10-18,S01,SKU001,13
2023-10-19,S01,SKU001,13
2023-10-20,S01,SKU001,15
2023-10-21,S01,SKU001,22
2023-10-22,S01,SKU001,21
2023-10-23,S01,SKU001,18
2023-10-24,S01,SKU001,12
2023-10-25,S01,SKU001,16
2023-10-26,S01,SKU001,11
2023-10-27,S01,SKU001,15
2023-10-28,S01,SKU001,22
2023-10-29,S01,SKU001,23
2023-10-30,S01,SKU001,12
2023-10-31,S01,SKU001,10
2023-11-01,S01,SKU001,9
2023-11-02,S01,SKU001,13
2023-11-03,S01,SKU001,13
2023-11-04,S01,SKU001,21
2023-11-05,S01,SKU001,21
2023-11-06,S01,SKU001,14
2023-11-07,S01,SKU001,15
2023-11-08,S01,SKU001,9
2023-11-09,S01,SKU001,13
2023-11-10,S01,SKU001,10
2023-11-11,S01,SKU001,25
2023-11-12,S01,SKU001,23
2023-11-13,S01,SKU001,14
2023-11-14,S01,SKU001,11
2023-11-15,S01,SKU001,13
2023-11-16,S01,SKU001,14
2023-11-17,S01,SKU001,12
2023-11-18,S01,SKU001,18
2023-11-19,S01,SKU001,22
2023-11-20,S01,SKU001,14
2023-11-21,S01,SKU001,10
2023-11-22,S01,SKU001,10
2023-11-23,S01,SKU001,12
2023-11-24,S01,SKU001,12
2023-11-25,S01,SKU001,19
2023-11-26,S01,SKU001,20
2023-11-27,S01,SKU001,10
2023-11-28,S01,SKU001,14
2023-11-29,S01,SKU001,14
2023-11-30,S01,SKU001,13
2023-12-01,S01,SKU001,12
2023-12-02,S01,SKU001,19
2023-12-03,S01,SKU001,19
2023-12-04,S01,SKU001,16
2023-12-05,S01,SKU001,11
2023-12-06,S01,SKU001,11
2023-12-07,S01,SKU001,14
2023-12-08,S01,SKU001,12
2023-12-09,S01,SKU001,20
2023-12-10,S01,SKU001,25
2023-12-11,S01,SKU001,13
2023-12-12,S01,SKU001,17
2023-12-13,S01,SKU001,9
2023-12-14,S01,SKU001,14
2023-12-15,S01,SKU001,14
2023-12-16,S01,SKU001,22
2023-12-17,S01,SKU001,23
2023-12-18,S01,SKU001,14
2023-12-19,S01,SKU001,13
2023-12-20,S01,SKU001,11
2023-12-21,S01,SKU001,12
2023-12-22,S01,SKU001,13
2023-12-23,S01,SKU001,20
2023-12-24,S01,SKU001,21
2023-12-25,S01,SKU001,14
2023-12-26,S01,SKU001,12
2023-12-27,S01,SKU001,21
2023-12-28,S01,SKU001,21
2023-12-29,S01,SKU001,18
2023-12-30,S01,SKU001,28
2023-12-31,S01,SKU001,23
2024-01-01,S01,SKU001,21
2024-01-02,S01,SKU001,15
2024-01-03,S01,SKU001,13
2024-01-04,S01,SKU001,16
2024-01-05,S01,SKU001,14
2024-01-06,S01,SKU001,24
2024-01-07,S01,SKU001,22
2024-01-08,S01,SKU001,14
2024-01-09,S01,SKU001,11
2024-01-10,S01,SKU001,18
2024-01-11,S01,SKU001,13
2024-01-12,S01,SKU001,14
2024-01-13,S01,SKU001,21
2024-01-14,S01,SKU001,16
2024-01-15,S01,SKU001,9
2024-01-16,S01,SKU001,13
2024-01-17,S01,SKU001,8
2024-01-18,S01,SKU001,12
2024-01-19,S01,SKU001,13
2024-01-20,S01,SKU001,19
2024-01-21,S01,SKU001,19
2024-01-22,S01,SKU001,15
2024-01-23,S01,SKU001,13
2024-01-24,S01,SKU001,12
2024-01-25,S01,SKU001,15
2024-01-26,S01,SKU001,14
2024-01-27,S01,SKU001,20
2024-01-28,S01,SKU001,26
2024-01-29,S01,SKU001,15
2024-01-30,S01,SKU001,14
2024-01-31,S01,SKU001,14
2024-02-01,S01,SKU001,18
2024-02-02,S01,SKU001,11
2024-02-03,S01,SKU001,20
2024-02-04,S01,SKU001,20
2024-02-05,S01,SKU001,10
2024-02-06,S01,SKU001,13
2024-02-07,S01,SKU001,13
2024-02-08,S01,SKU001,13
2024-02-09,S01,SKU001,12
2024-02-10,S01,SKU001,24
2024-02-11,S01,SKU001,22
2024-02-12,S01,SKU001,15
2024-02-13,S01,SKU001,15
2024-02-14,S01,SKU001,14
2024-02-15,S01,SKU001,13
2024-02-16,S01,SKU001,12
2024-02-17,S01,SKU001,23
2024-02-18,S01,SKU001,21
2024-02-19,S01,SKU001,11
2024-02-20,S01,SKU001,13
2024-02-21,S01,SKU001,13
2024-02-22,S01,SKU001,12
2024-02-23,S01,SKU001,10
2024-02-24,S01,SKU001,22
2024-02-25,S01,SKU001,20
2024-02-26,S01,SKU001,13
2024-02-27,S01,SKU001,11
2024-02-28,S01,SKU001,16
2024-02-29,S01,SKU001,13
2024-03-01,S01,SKU001,11
2024-03-02,S01,SKU001,20
2024-03-03,S01,SKU001,20
2024-03-04,S01,SKU001,14
2024-03-05,S01,SKU001,12
2024-03-06,S01,SKU001,11
2024-03-07,S01,SKU001,13
2024-03-08,S01,SKU001,15
2024-03-09,S01,SKU001,24
2024-03-10,S01,SKU001,23
2024-03-11,S01,SKU001,14
2024-03-12,S01,SKU001,12
2024-03-13,S01,SKU001,10
2024-03-14,S01,SKU001,11
2024-03-15,S01,SKU001,15
2024-03-16,S01,SKU001,23
2024-03-17,S01,SKU001,23
2024-03-18,S01,SKU001,13
2024-03-19,S01,SKU001,16
2024-03-20,S01,SKU001,10
2024-03-21,S01,SKU001,13
2024-03-22,S01,SKU001,16
2024-03-23,S01,SKU001,20
2024-03-24,S01,SKU001,25
2024-03-25,S01,SKU001,13
2024-03-26,S01,SKU001,18
2024-03-27,S01,SKU001,15
2024-03-28,S01,SKU001,21
2024-03-29,S01,SKU001,19
2024-03-30,S01,SKU001,23
2024-03-31,S01,SKU001,27
2024-04-01,S01,SKU001,20
2024-04-02,S01,SKU001,12
2024-04-03,S01,SKU001,12
2024-04-04,S01,SKU001,14
2024-04-05,S01,SKU001,16
2024-04-06,S01,SKU001,22
2024-04-07,S01,SKU001,24
2024-04-08,S01,SKU001,17
2024-04-09,S01,SKU001,14
2024-04-10,S01,SKU001,14
2024-04-11,S01,SKU001,14
2024-04-12,S01,SKU001,12
2024-04-13,S01,SKU001,23
2024-04-14,S01,SKU001,21
2024-04-15,S01,SKU001,12
2024-04-16,S01,SKU001,14
2024-04-17,S01,SKU001,16
2024-04-18,S01,SKU001,15
2024-04-19,S01,SKU001,15
2024-04-20,S01,SKU001,23
2024-04-21,S01,SKU001,20
2024-04-22,S01,SKU001,13
2024-04-23,S01,SKU001,12
2024-04-24,S01,SKU001,10
2024-04-25,S01,SKU001,14
2024-04-26,S01,SKU001,13
2024-04-27,S01,SKU001,20
2024-04-28,S01,SKU001,19
2024-04-29,S01,SKU001,14
2024-04-30,S01,SKU001,16
2024-05-01,S01,SKU001,13
2024-05-02,S01,SKU001,10
2024-05-03,S01,SKU001,13
2024-05-04,S01,SKU001,22
2024-05-05,S01,SKU001,23
2024-05-06,S01,SKU001,12
2024-05-07,S01,SKU001,13
2024-05-08,S01,SKU001,12
2024-05-09,S01,SKU001,10
2024-05-10,S01,SKU001,14
2024-05-11,S01,SKU001,23
2024-05-12,S01,SKU001,23
2024-05-13,S01,SKU001,13
2024-05-14,S01,SKU001,13
2024-05-15,S01,SKU001,14
2024-05-16,S01,SKU001,12
2024-05-17,S01,SKU001,14
2024-05-18,S01,SKU001,19
2024-05-19,S01,SKU001,22
2024-05-20,S01,SKU001,14
2024-05-21,S01,SKU001,13
2024-05-22,S01,SKU001,12
2024-05-23,S01,SKU001,10
2024-05-24,S01,SKU001,11
2024-05-25,S01,SKU001,20
2024-05-26,S01,SKU001,17
2024-05-27,S01,SKU001,12
2024-05-28,S01,SKU001,16
2024-05-29,S01,SKU001,11
2024-05-30,S01,SKU001,10
2024-05-31,S01,SKU001,14
2024-06-01,S01,SKU001,20
2024-06-02,S01,SKU001,23
2024-06-03,S01,SKU001,13
2024-06-04,S01,SKU001,12
2024-06-05,S01,SKU001,15
2024-06-06,S01,SKU001,15
2024-06-07,S01,SKU001,12
2024-06-08,S01,SKU001,21
2024-06-09,S01,SKU001,22
2024-06-10,S01,SKU001,11
2024-06-11,S01,SKU001,17
2024-06-12,S01,SKU001,15
2024-06-13,S01,SKU001,15
2024-06-14,S01,SKU001,14
2024-06-15,S01,SKU001,23
2024-06-16,S01,SKU001,21
2024-06-17,S01,SKU001,14
2024-06-18,S01,SKU001,13
2024-06-19,S01,SKU001,13
2024-06-20,S01,SKU001,15
2024-06-21,S01,SKU001,19
2024-06-22,S01,SKU001,21
2024-06-23,S01,SKU001,24
2024-06-24,S01,SKU001,24
2024-06-25,S01,SKU001,23
2024-06-26,S01,SKU001,25
2024-06-27,S01,SKU001,24
2024-06-28,S01,SKU001,24
2024-06-29,S01,SKU001,34
2024-06-30,S01,SKU001,33
2024-07-01,S01,SKU001,14
2024-07-02,S01,SKU001,15
2024-07-03,S01,SKU001,12
2024-07-04,S01,SKU001,13
2024-07-05,S01,SKU001,12
2024-07-06,S01,SKU001,21
2024-07-07,S01,SKU001,22
2024-07-08,S01,SKU001,18
2024-07-09,S01,SKU001,14
2024-07-10,S01,SKU001,12
2024-07-11,S01,SKU001,11
2024-07-12,S01,SKU001,18
2024-07-13,S01,SKU001,24
2024-07-14,S01,SKU001,21
2024-07-15,S01,SKU001,11
2024-07-16,S01,SKU001,12
2024-07-17,S01,SKU001,15
2024-07-18,S01,SKU001,16
2024-07-19,S01,SKU001,8
2024-07-20,S01,SKU001,25
2024-07-21,S01,SKU001,23
2024-07-22,S01,SKU001,15
2024-07-23,S01,SKU001,15
2024-07-24,S01,SKU001,14
2024-07-25,S01,SKU001,14
2024-07-26,S01,SKU001,15
2024-07-27,S01,SKU001,21
2024-07-28,S01,SKU001,19
2024-07-29,S01,SKU001,14
2024-07-30,S01,SKU001,15
2024-07-31,S01,SKU001,12
2024-08-01,S01,SKU001,12
2024-08-02,S01,SKU001,14
2024-08-03,S01,SKU001,21
2024-08-04,S01,SKU001,22
2024-08-05,S01,SKU001,16
2024-08-06,S01,SKU001,10
2024-08-07,S01,SKU001,12
2024-08-08,S01,SKU001,14
2024-08-09,S01,SKU001,14
2024-08-10,S01,SKU001,21
2024-08-11,S01,SKU001,23
2024-08-12,S01,SKU001,15
2024-08-13,S01,SKU001,16
2024-08-14,S01,SKU001,10
2024-08-15,S01,SKU001,15
2024-08-16,S01,SKU001,14
2024-08-17,S01,SKU001,24
2024-08-18,S01,SKU001,22
2024-08-19,S01,SKU001,11
2024-08-20,S01,SKU001,12
2024-08-21,S01,SKU001,16
2024-08-22,S01,SKU001,12
2024-08-23,S01,SKU001,13
2024-08-24,S01,SKU001,24
2024-08-25,S01,SKU001,21
2024-08-26,S01,SKU001,14
2024-08-27,S01,SKU001,8
2024-08-28,S01,SKU001,14
2024-08-29,S01,SKU001,11
2024-08-30,S01,SKU001,13
2024-08-31,S01,SKU001,25
2024-09-01,S01,SKU001,24
2024-09-02,S01,SKU001,16
2024-09-03,S01,SKU001,15
2024-09-04,S01,SKU001,16
2024-09-05,S01,SKU001,13
2024-09-06,S01,SKU001,16
2024-09-07,S01,SKU001,22
2024-09-08,S01,SKU001,25
2024-09-09,S01,SKU001,12
2024-09-10,S01,SKU001,13
2024-09-11,S01,SKU001,15
2024-09-12,S01,SKU001,14
2024-09-13,S01,SKU001,13
2024-09-14,S01,SKU001,19
2024-09-15,S01,SKU001,22
2024-09-16,S01,SKU001,13
2024-09-17,S01,SKU001,13
2024-09-18,S01,SKU001,15
2024-09-19,S01,SKU001,14
2024-09-20,S01,SKU001,15
2024-09-21,S01,SKU001,24
2024-09-22,S01,SKU001,32
2024-09-23,S01,SKU001,25
2024-09-24,S01,SKU001,19
2024-09-25,S01,SKU001,20
2024-09-26,S01,SKU001,22
2024-09-27,S01,SKU001,25
2024-09-28,S01,SKU001,30
2024-09-29,S01,SKU001,23
2024-09-30,S01,SKU001,11
2024-10-01,S01,SKU001,15
2024-10-02,S01,SKU001,16
2024-10-03,S01,SKU001,13
2024-10-04,S01,SKU001,16
2024-10-05,S01,SKU001,22
2024-10-06,S01,SKU001,19
2024-10-07,S01,SKU001,15
2024-10-08,S01,SKU001,16
2024-10-09,S01,SKU001,14
2024-10-10,S01,SKU001,13
2024-10-11,S01,SKU001,11
2024-10-12,S01,SKU001,22
2024-10-13,S01,SKU001,23
2024-10-14,S01,SKU001,18
2024-10-15,S01,SKU001,14
2024-10-16,S01,SKU001,14
2024-10-17,S01,SKU001,12
2024-10-18,S01,SKU001,12
2024-10-19,S01,SKU001,24
2024-10-20,S01,SKU001,21
2024-10-21,S01,SKU001,13
2024-10-22,S01,SKU001,13
2024-10-23,S01,SKU001,17
2024-10-24,S01,SKU001,10
2024-10-25,S01,SKU001,14
2024-10-26,S01,SKU001,23
2024-10-27,S01,SKU001,19
2024-10-28,S01,SKU001,12
2024-10-29,S01,SKU001,15
2024-10-30,S01,SKU001,18
2024-10-31,S01,SKU001,12
2024-11-01,S01,SKU001,16
2024-11-02,S01,SKU001,18
2024-11-03,S01,SKU001,23
2024-11-04,S01,SKU001,12
2024-11-05,S01,SKU001,12
2024-11-06,S01,SKU001,14
2024-11-07,S01,SKU001,15
2024-11-08,S01,SKU001,14
2024-11-09,S01,SKU001,19
2024-11-10,S01,SKU001,23
2024-11-11,S01,SKU001,16
2024-11-12,S01,SKU001,11
2024-11-13,S01,SKU001,14
2024-11-14,S01,SKU001,16
2024-11-15,S01,SKU001,17
2024-11-16,S01,SKU001,22
2024-11-17,S01,SKU001,18
2024-11-18,S01,SKU001,13
2024-11-19,S01,SKU001,12
2024-11-20,S01,SKU001,15
2024-11-21,S01,SKU001,13
2024-11-22,S01,SKU001,13
2024-11-23,S01,SKU001,21
2024-11-24,S01,SKU001,23
2024-11-25,S01,SKU001,11
2024-11-26,S01,SKU001,13
2024-11-27,S01,SKU001,12
2024-11-28,S01,SKU001,14
2024-11-29,S01,SKU001,12
2024-11-30,S01,SKU001,20
2024-12-01,S01,SKU001,25
2024-12-02,S01,SKU001,15
2024-12-03,S01,SKU001,14
2024-12-04,S01,SKU001,13
2024-12-05,S01,SKU001,15
2024-12-06,S01,SKU001,15
2024-12-07,S01,SKU001,25
2024-12-08,S01,SKU001,22
2024-12-09,S01,SKU001,11
2024-12-10,S01,SKU001,14
2024-12-11,S01,SKU001,15
2024-12-12,S01,SKU001,11
2024-12-13,S01,SKU001,17
2024-12-14,S01,SKU001,23
2024-12-15,S01,SKU001,20
2024-12-16,S01,SKU001,15
2024-12-17,S01,SKU001,17
2024-12-18,S01,SKU001,13
2024-12-19,S01,SKU001,11
2024-12-20,S01,SKU001,13
2024-12-21,S01,SKU001,28
2024-12-22,S01,SKU001,30
2024-12-23,S01,SKU001,20
2024-12-24,S01,SKU001,16
2024-12-25,S01,SKU001,18
2024-12-26,S01,SKU001,18
2024-12-27,S01,SKU001,22
2024-12-28,S01,SKU001,24
2024-12-29,S01,SKU001,20
2024-12-30,S01,SKU001,13
2024-12-31,S01,SKU001,9
2025-01-01,S01,SKU001,13
2025-01-02,S01,SKU001,11
2025-01-03,S01,SKU001,13
2025-01-04,S01,SKU001,21
2025-01-05,S01,SKU001,24
2025-01-06,S01,SKU001,12
2025-01-07,S01,SKU001,16
2025-01-08,S01,SKU001,15
2025-01-09,S01,SKU001,11
2025-01-10,S01,SKU001,14
2025-01-11,S01,SKU001,23
2025-01-12,S01,SKU001,19
2025-01-13,S01,SKU001,15
2025-01-14,S01,SKU001,13
2025-01-15,S01,SKU001,17
2025-01-16,S01,SKU001,17
2025-01-17,S01,SKU001,12
2025-01-18,S01,SKU001,20
2025-01-19,S01,SKU001,23
2025-01-20,S01,SKU001,15
2025-01-21,S01,SKU001,14
2025-01-22,S01,SKU001,14
2025-01-23,S01,SKU001,17
2025-01-24,S01,SKU001,12
2025-01-25,S01,SKU001,23
2025-01-26,S01,SKU001,24
2025-01-27,S01,SKU001,14
2025-01-28,S01,SKU001,15
2025-01-29,S01,SKU001,16
2025-01-30,S01,SKU001,12
2025-01-31,S01,SKU001,14
2025-02-01,S01,SKU001,25
2025-02-02,S01,SKU001,21
2025-02-03,S01,SKU001,17
2025-02-04,S01,SKU001,13
2025-02-05,S01,SKU001,15
2025-02-06,S01,SKU001,13
2025-02-07,S01,SKU001,15
2025-02-08,S01,SKU001,24
2025-02-09,S01,SKU001,21
2025-02-10,S01,SKU001,13
2025-02-11,S01,SKU001,14
2025-02-12,S01,SKU001,17
2025-02-13,S01,SKU001,12
2025-02-14,S01,SKU001,16
2025-02-15,S01,SKU001,24
2025-02-16,S01,SKU001,22
2025-02-17,S01,SKU001,15
2025-02-18,S01,SKU001,17
2025-02-19,S01,SKU001,12
2025-02-20,S01,SKU001,11
2025-02-21,S01,SKU001,14
2025-02-22,S01,SKU001,22
2025-02-23,S01,SKU001,26
2025-02-24,S01,SKU001,17
2025-02-25,S01,SKU001,9
2025-02-26,S01,SKU001,15
2025-02-27,S01,SKU001,13
2025-02-28,S01,SKU001,16
2025-03-01,S01,SKU001,21
2025-03-02,S01,SKU001,22
2025-03-03,S01,SKU001,15
2025-03-04,S01,SKU001,14
2025-03-05,S01,SKU001,16
2025-03-06,S01,SKU001,13
2025-03-07,S01,SKU001,12
2025-03-08,S01,SKU001,23
2025-03-09,S01,SKU001,23
2025-03-10,S01,SKU001,15
2025-03-11,S01,SKU001,14
2025-03-12,S01,SKU001,11
2025-03-13,S01,SKU001,14
2025-03-14,S01,SKU001,14
2025-03-15,S01,SKU001,25
2025-03-16,S01,SKU001,26
2025-03-17,S01,SKU001,15
2025-03-18,S01,SKU001,11
2025-03-19,S01,SKU001,16
2025-03-20,S01,SKU001,13
2025-03-21,S01,SKU001,23
2025-03-22,S01,SKU001,29
2025-03-23,S01,SKU001,33
2025-03-24,S01,SKU001,23
2025-03-25,S01,SKU001,21
2025-03-26,S01,SKU001,25
2025-03-27,S01,SKU001,18
2025-03-28,S01,SKU001,12
2025-03-29,S01,SKU001,20
2025-03-30,S01,SKU001,23
2025-03-31,S01,SKU001,14
